Id de empleado,Fecha y hora de interacción,Id del caso,Tipo de interacci�n,Id de cliente,Cola,Tipo de cliente,Duraci�n
EMP0201,1/25/2025 22:16,CASE004895,chat,CL34979,pre-venta,vendedor,535
EMP0295,3/9/2025 02:37,CASE004896,chat,CL54293,reclamos,vendedor,574
EMP0018,1/22/2025 08:59,CASE004897,teléfono,CL24125,pre-venta,comprador,583
EMP0113,3/9/2025 21:52,CASE004898,teléfono,CL64325,post-venta,vendedor,498
EMP0182,2/23/2025 01:20,CASE004899,teléfono,CL16094,pre-venta,comprador,629
EMP0287,2/6/2025 01:34,CASE004900,chat,CL93000,post-venta,comprador,334
EMP0298,1/27/2025 22:12,CASE004901,chat,CL98098,pre-venta,comprador,730
EMP0037,3/2/2025 04:03,CASE004902,chat,CL87176,post-venta,vendedor,464
EMP0111,1/7/2025 09:23,CASE004903,teléfono,CL26150,post-venta,comprador,550
EMP0239,1/25/2025 05:34,CASE004904,chat,CL69048,pre-venta,vendedor,690
EMP0105,2/25/2025 21:48,CASE004905,chat,CL69950,post-venta,vendedor,575
EMP0247,2/1/2025 05:03,CASE004906,chat,CL96305,post-venta,comprador,580
EMP0206,3/28/2025 04:55,CASE004907,teléfono,CL87242,post-venta,comprador,478
EMP0298,1/6/2025 11:39,CASE004908,teléfono,CL76086,post-venta,comprador,851
EMP0029,1/16/2025 07:28,CASE004909,teléfono,CL27647,pre-venta,vendedor,663
EMP0131,2/10/2025 16:20,CASE004910,chat,CL75382,pre-venta,comprador,470
EMP0146,1/3/2025 16:47,CASE004911,chat,CL10568,pre-venta,comprador,621
EMP0052,1/2/2025 08:26,CASE004912,teléfono,CL79515,pre-venta,vendedor,461
EMP0042,1/22/2025 01:52,CASE004913,chat,CL16366,pre-venta,comprador,806
EMP0223,3/3/2025 06:49,CASE004914,teléfono,CL82512,pre-venta,vendedor,623
EMP0208,3/7/2025 12:14,CASE004915,chat,CL66729,pre-venta,vendedor,482
EMP0214,3/22/2025 21:25,CASE004916,teléfono,CL86692,reclamos,vendedor,683
EMP0127,3/29/2025 16:27,CASE004917,chat,CL73298,reclamos,comprador,566
EMP0002,3/10/2025 08:02,CASE004918,chat,CL76628,reclamos,vendedor,445
EMP0051,1/11/2025 19:00,CASE004919,chat,CL33226,pre-venta,vendedor,645
EMP0017,1/26/2025 18:11,CASE004920,chat,CL85832,pre-venta,comprador,642
EMP0141,3/5/2025 15:40,CASE004921,teléfono,CL32760,reclamos,comprador,736
EMP0182,1/13/2025 01:04,CASE004922,teléfono,CL26827,post-venta,comprador,607
EMP0227,2/23/2025 17:36,CASE004923,teléfono,CL23573,reclamos,vendedor,612
EMP0153,1/12/2025 15:03,CASE004924,chat,CL60778,reclamos,comprador,619
EMP0202,3/17/2025 22:46,CASE004925,teléfono,CL96182,reclamos,vendedor,791
EMP0109,3/5/2025 14:51,CASE004926,chat,CL88714,reclamos,vendedor,562
EMP0075,1/23/2025 05:08,CASE004927,chat,CL89450,post-venta,vendedor,656
EMP0078,1/22/2025 20:51,CASE004928,chat,CL52184,reclamos,vendedor,674
EMP0098,2/25/2025 12:16,CASE004929,chat,CL76074,pre-venta,vendedor,641
EMP0150,3/4/2025 05:16,CASE004930,chat,CL60418,pre-venta,vendedor,558
EMP0132,1/29/2025 17:00,CASE004931,chat,CL64875,pre-venta,comprador,614
EMP0154,1/16/2025 06:54,CASE004932,teléfono,CL89822,pre-venta,comprador,588
EMP0129,1/17/2025 19:59,CASE004933,chat,CL42537,reclamos,comprador,835
EMP0010,1/29/2025 09:20,CASE004934,chat,CL45860,reclamos,vendedor,545
EMP0100,3/21/2025 09:23,CASE004935,chat,CL62149,pre-venta,vendedor,490
EMP0002,3/20/2025 14:13,CASE004936,chat,CL54939,reclamos,comprador,599
EMP0029,2/7/2025 18:35,CASE004937,teléfono,CL48557,reclamos,vendedor,590
EMP0089,3/19/2025 13:49,CASE004938,teléfono,CL69355,reclamos,vendedor,623
EMP0269,1/22/2025 18:36,CASE004939,teléfono,CL27481,pre-venta,comprador,545
EMP0168,1/13/2025 05:45,CASE004940,teléfono,CL28111,reclamos,comprador,613
EMP0162,2/16/2025 14:49,CASE004941,teléfono,CL64099,post-venta,vendedor,615
EMP0291,3/25/2025 10:36,CASE004942,teléfono,CL88974,pre-venta,comprador,708
EMP0079,2/14/2025 02:06,CASE004943,teléfono,CL77147,post-venta,vendedor,611
EMP0039,3/30/2025 04:16,CASE004944,teléfono,CL49179,pre-venta,comprador,612
EMP0042,2/17/2025 19:56,CASE004945,teléfono,CL81802,pre-venta,comprador,661
EMP0235,2/11/2025 05:53,CASE004946,chat,CL51144,reclamos,comprador,704
EMP0214,1/10/2025 07:48,CASE004947,chat,CL82559,reclamos,comprador,481
EMP0281,2/18/2025 18:02,CASE004948,chat,CL92913,post-venta,vendedor,449
EMP0142,1/18/2025 08:34,CASE004949,teléfono,CL38487,pre-venta,vendedor,803
EMP0110,3/4/2025 14:47,CASE004950,teléfono,CL36330,reclamos,comprador,684
EMP0086,3/3/2025 11:10,CASE004951,chat,CL37487,post-venta,vendedor,573
EMP0215,1/22/2025 22:34,CASE004952,teléfono,CL91810,post-venta,comprador,602
EMP0257,2/22/2025 08:32,CASE004953,teléfono,CL48086,pre-venta,comprador,552
EMP0286,1/24/2025 03:20,CASE004954,teléfono,CL99995,post-venta,comprador,625
EMP0133,1/27/2025 02:18,CASE004955,chat,CL55258,reclamos,comprador,483
EMP0222,3/18/2025 20:44,CASE004956,chat,CL98129,reclamos,comprador,700
EMP0253,1/29/2025 06:58,CASE004957,teléfono,CL27389,reclamos,vendedor,621
EMP0205,2/5/2025 04:35,CASE004958,teléfono,CL95208,pre-venta,vendedor,625
EMP0159,3/23/2025 11:47,CASE004959,chat,CL33306,pre-venta,vendedor,492
EMP0135,1/12/2025 22:47,CASE004960,chat,CL76046,pre-venta,vendedor,662
EMP0127,2/2/2025 11:04,CASE004961,chat,CL81105,pre-venta,comprador,495
EMP0246,3/30/2025 16:37,CASE004962,chat,CL93476,post-venta,comprador,516
EMP0285,3/26/2025 10:26,CASE004963,teléfono,CL52255,reclamos,vendedor,610
EMP0051,2/5/2025 22:24,CASE004964,teléfono,CL25126,pre-venta,comprador,900
EMP0205,3/25/2025 21:16,CASE004965,teléfono,CL56168,reclamos,vendedor,620
EMP0240,1/7/2025 00:31,CASE004966,chat,CL83699,pre-venta,vendedor,291
EMP0079,3/21/2025 00:23,CASE004967,chat,CL72963,post-venta,vendedor,522
EMP0179,2/4/2025 05:56,CASE004968,chat,CL86389,pre-venta,comprador,682
EMP0014,2/17/2025 17:17,CASE004969,chat,CL84794,reclamos,vendedor,464
EMP0094,3/12/2025 16:40,CASE004970,teléfono,CL97445,reclamos,comprador,699
EMP0023,1/7/2025 16:54,CASE004971,teléfono,CL64719,reclamos,comprador,619
EMP0080,2/26/2025 15:16,CASE004972,teléfono,CL98374,pre-venta,vendedor,718
EMP0043,3/12/2025 03:56,CASE004973,teléfono,CL79979,reclamos,vendedor,532
EMP0056,3/16/2025 22:30,CASE004974,teléfono,CL47477,post-venta,vendedor,523
EMP0107,2/25/2025 23:53,CASE004975,chat,CL65363,pre-venta,vendedor,667
EMP0245,1/12/2025 17:30,CASE004976,chat,CL11673,reclamos,vendedor,599
EMP0094,3/3/2025 08:55,CASE004977,teléfono,CL78515,reclamos,comprador,591
EMP0102,1/10/2025 03:14,CASE004978,teléfono,CL23955,reclamos,comprador,788
EMP0022,3/27/2025 18:27,CASE004979,teléfono,CL13312,reclamos,comprador,672
EMP0106,3/18/2025 18:51,CASE004980,teléfono,CL59921,pre-venta,vendedor,361
EMP0215,3/8/2025 14:24,CASE004981,teléfono,CL29048,reclamos,comprador,695
EMP0190,2/9/2025 10:04,CASE004982,teléfono,CL16955,post-venta,comprador,683
EMP0030,3/22/2025 08:02,CASE004983,chat,CL97851,post-venta,comprador,742
EMP0155,3/25/2025 14:10,CASE004984,chat,CL17419,pre-venta,comprador,487
EMP0221,3/8/2025 23:21,CASE004985,teléfono,CL36201,post-venta,vendedor,638
EMP0037,3/7/2025 01:35,CASE004986,chat,CL44993,post-venta,vendedor,613
EMP0016,2/2/2025 09:52,CASE004987,teléfono,CL31094,reclamos,comprador,485
EMP0124,3/9/2025 00:55,CASE004988,teléfono,CL47567,post-venta,comprador,713
EMP0020,1/31/2025 19:28,CASE004989,chat,CL99573,pre-venta,vendedor,571
EMP0229,2/23/2025 23:14,CASE004990,chat,CL42841,pre-venta,comprador,738
EMP0236,1/31/2025 18:34,CASE004991,chat,CL29192,pre-venta,comprador,510
EMP0214,2/9/2025 16:40,CASE004992,teléfono,CL18130,reclamos,vendedor,424
EMP0160,2/13/2025 22:45,CASE004993,teléfono,CL48684,post-venta,comprador,570
EMP0145,2/6/2025 04:37,CASE004994,chat,CL36738,reclamos,comprador,627
EMP0218,2/17/2025 01:22,CASE004995,chat,CL80932,reclamos,vendedor,535
EMP0145,2/14/2025 21:00,CASE004996,chat,CL14234,pre-venta,comprador,232
EMP0066,1/5/2025 21:47,CASE004997,chat,CL57013,reclamos,comprador,646
EMP0029,1/31/2025 10:35,CASE004998,teléfono,CL69322,reclamos,comprador,645
EMP0238,2/14/2025 23:05,CASE004999,teléfono,CL23432,reclamos,comprador,682
EMP0132,2/20/2025 10:03,CASE005000,chat,CL90754,pre-venta,comprador,554
EMP0286,3/26/2025 01:31,CASE005001,teléfono,CL98542,pre-venta,comprador,547
EMP0189,1/3/2025 09:50,CASE005002,teléfono,CL83647,pre-venta,comprador,772
EMP0204,1/25/2025 13:18,CASE005003,chat,CL39400,pre-venta,vendedor,410
EMP0162,2/20/2025 09:32,CASE005004,chat,CL94819,reclamos,vendedor,570
EMP0152,3/10/2025 08:04,CASE005005,chat,CL83566,pre-venta,vendedor,617
EMP0251,1/19/2025 09:03,CASE005006,chat,CL60972,reclamos,vendedor,672
EMP0082,1/13/2025 04:34,CASE005007,chat,CL41142,post-venta,comprador,620
EMP0025,2/12/2025 19:56,CASE005008,teléfono,CL76967,reclamos,comprador,489
EMP0105,3/7/2025 10:45,CASE005009,teléfono,CL47701,post-venta,vendedor,740
EMP0281,2/14/2025 18:57,CASE005010,chat,CL97096,pre-venta,vendedor,600
EMP0220,3/2/2025 16:28,CASE005011,chat,CL16157,pre-venta,vendedor,399
EMP0158,2/8/2025 13:20,CASE005012,chat,CL60014,reclamos,vendedor,625
EMP0089,1/10/2025 10:30,CASE005013,chat,CL60797,reclamos,vendedor,657
EMP0232,3/23/2025 16:07,CASE005014,teléfono,CL64600,reclamos,comprador,835
EMP0205,3/26/2025 23:31,CASE005015,chat,CL99803,reclamos,comprador,649
EMP0258,3/4/2025 20:11,CASE005016,chat,CL50980,reclamos,vendedor,422
EMP0162,1/17/2025 13:31,CASE005017,teléfono,CL82368,post-venta,vendedor,426
EMP0016,2/1/2025 03:28,CASE005018,teléfono,CL17051,reclamos,comprador,751
EMP0176,3/6/2025 12:06,CASE005019,teléfono,CL11699,reclamos,vendedor,503
EMP0152,1/6/2025 06:11,CASE005020,chat,CL42943,reclamos,vendedor,414
EMP0130,2/9/2025 21:50,CASE005021,chat,CL36619,post-venta,vendedor,720
EMP0039,2/25/2025 09:39,CASE005022,chat,CL91338,pre-venta,comprador,542
EMP0209,3/22/2025 18:47,CASE005023,teléfono,CL68073,post-venta,vendedor,713
EMP0151,1/10/2025 07:49,CASE005024,chat,CL39563,reclamos,comprador,490
EMP0012,2/16/2025 12:43,CASE005025,chat,CL93071,post-venta,vendedor,776
EMP0077,3/21/2025 12:51,CASE005026,chat,CL94886,pre-venta,comprador,704
EMP0069,1/19/2025 23:19,CASE005027,teléfono,CL58200,pre-venta,vendedor,513
EMP0143,2/16/2025 23:35,CASE005028,chat,CL87120,reclamos,comprador,400
EMP0060,2/26/2025 03:14,CASE005029,teléfono,CL81645,post-venta,vendedor,876
EMP0164,2/6/2025 15:48,CASE005030,teléfono,CL89087,pre-venta,comprador,574
EMP0215,3/30/2025 05:48,CASE005031,teléfono,CL35751,pre-venta,comprador,508
EMP0269,3/28/2025 09:20,CASE005032,teléfono,CL35362,pre-venta,vendedor,766
EMP0258,3/8/2025 13:15,CASE005033,teléfono,CL48558,pre-venta,comprador,713
EMP0261,2/7/2025 00:36,CASE005034,teléfono,CL68827,post-venta,comprador,741
EMP0040,2/14/2025 03:03,CASE005035,teléfono,CL33255,pre-venta,vendedor,588
EMP0039,1/6/2025 14:33,CASE005036,teléfono,CL99477,pre-venta,vendedor,825
EMP0163,3/13/2025 10:41,CASE005037,chat,CL19760,post-venta,vendedor,442
EMP0041,1/8/2025 01:11,CASE005038,chat,CL34507,pre-venta,comprador,533
EMP0173,2/4/2025 16:10,CASE005039,teléfono,CL32779,pre-venta,comprador,646
EMP0162,3/27/2025 01:06,CASE005040,teléfono,CL77350,pre-venta,comprador,740
EMP0235,2/16/2025 22:27,CASE005041,chat,CL25643,pre-venta,vendedor,679
EMP0218,1/12/2025 06:39,CASE005042,teléfono,CL59440,pre-venta,comprador,590
EMP0298,1/6/2025 20:26,CASE005043,teléfono,CL15326,reclamos,vendedor,542
EMP0017,3/6/2025 15:14,CASE005044,teléfono,CL66165,reclamos,comprador,740
EMP0113,1/5/2025 22:53,CASE005045,teléfono,CL46583,reclamos,vendedor,691
EMP0035,3/19/2025 13:16,CASE005046,teléfono,CL82954,reclamos,comprador,495
EMP0204,3/22/2025 06:31,CASE005047,teléfono,CL44634,pre-venta,vendedor,491
EMP0163,2/25/2025 16:00,CASE005048,chat,CL27048,post-venta,comprador,534
EMP0262,2/11/2025 14:06,CASE005049,chat,CL31093,post-venta,comprador,519
EMP0074,3/25/2025 04:44,CASE005050,teléfono,CL86544,pre-venta,vendedor,723
EMP0299,3/30/2025 01:25,CASE005051,teléfono,CL43425,post-venta,vendedor,652
EMP0211,3/13/2025 10:08,CASE005052,chat,CL10739,pre-venta,comprador,666
EMP0116,1/14/2025 01:09,CASE005053,chat,CL53327,reclamos,vendedor,623
EMP0171,3/18/2025 07:44,CASE005054,chat,CL71122,reclamos,comprador,628
EMP0072,3/23/2025 10:36,CASE005055,teléfono,CL30290,pre-venta,comprador,410
EMP0073,3/4/2025 15:07,CASE005056,teléfono,CL15235,pre-venta,comprador,695
EMP0194,2/22/2025 18:46,CASE005057,chat,CL30146,post-venta,vendedor,532
EMP0155,2/13/2025 06:07,CASE005058,teléfono,CL52287,reclamos,comprador,596
EMP0236,2/19/2025 12:34,CASE005059,chat,CL88234,reclamos,comprador,543
EMP0155,3/20/2025 11:10,CASE005060,teléfono,CL16665,pre-venta,comprador,617
EMP0295,1/7/2025 20:16,CASE005061,chat,CL91968,reclamos,vendedor,668
EMP0188,3/26/2025 01:13,CASE005062,chat,CL90689,post-venta,comprador,478
EMP0209,3/27/2025 01:51,CASE005063,chat,CL96755,pre-venta,vendedor,630
EMP0073,3/20/2025 11:10,CASE005064,teléfono,CL49472,post-venta,comprador,546
EMP0096,2/7/2025 07:59,CASE005065,teléfono,CL74297,pre-venta,vendedor,758
EMP0011,3/23/2025 08:57,CASE005066,chat,CL85061,post-venta,comprador,466
EMP0004,1/23/2025 05:16,CASE005067,chat,CL82110,post-venta,comprador,479
EMP0051,1/10/2025 02:11,CASE005068,teléfono,CL56934,post-venta,comprador,556
EMP0294,1/16/2025 19:00,CASE005069,chat,CL19552,reclamos,vendedor,488
EMP0051,2/4/2025 22:05,CASE005070,chat,CL51662,post-venta,comprador,573
EMP0048,2/21/2025 20:27,CASE005071,chat,CL78864,pre-venta,comprador,536
EMP0292,3/19/2025 11:27,CASE005072,teléfono,CL38830,pre-venta,comprador,610
EMP0281,3/7/2025 01:28,CASE005073,chat,CL34100,reclamos,vendedor,720
EMP0133,2/5/2025 00:37,CASE005074,chat,CL78236,reclamos,vendedor,608
EMP0069,1/23/2025 18:05,CASE005075,teléfono,CL18936,reclamos,comprador,619
EMP0023,1/26/2025 06:23,CASE005076,teléfono,CL76209,pre-venta,vendedor,473
EMP0014,3/8/2025 04:55,CASE005077,chat,CL30889,reclamos,comprador,583
EMP0180,1/15/2025 12:47,CASE005078,teléfono,CL64516,pre-venta,vendedor,549
EMP0087,3/17/2025 12:10,CASE005079,chat,CL81182,reclamos,vendedor,681
EMP0048,2/28/2025 16:39,CASE005080,teléfono,CL80390,pre-venta,vendedor,508
EMP0161,3/28/2025 01:36,CASE005081,teléfono,CL62876,post-venta,comprador,496
EMP0294,3/11/2025 14:49,CASE005082,chat,CL22051,pre-venta,vendedor,638
EMP0006,1/24/2025 10:29,CASE005083,chat,CL55796,reclamos,vendedor,837
EMP0149,2/18/2025 08:21,CASE005084,teléfono,CL38992,reclamos,vendedor,578
EMP0027,2/11/2025 06:46,CASE005085,chat,CL37964,reclamos,comprador,620
EMP0134,2/27/2025 15:26,CASE005086,chat,CL96944,pre-venta,vendedor,713
EMP0296,2/21/2025 23:21,CASE005087,teléfono,CL53500,reclamos,vendedor,661
EMP0153,2/20/2025 14:27,CASE005088,teléfono,CL53393,post-venta,vendedor,661
EMP0190,3/4/2025 11:15,CASE005089,chat,CL57290,post-venta,vendedor,588
EMP0079,2/9/2025 17:32,CASE005090,chat,CL48479,pre-venta,comprador,590
EMP0046,1/7/2025 16:25,CASE005091,teléfono,CL38632,reclamos,vendedor,509
EMP0061,2/24/2025 09:24,CASE005092,chat,CL91039,pre-venta,vendedor,658
EMP0081,1/6/2025 09:18,CASE005093,teléfono,CL79533,post-venta,vendedor,655
EMP0273,3/9/2025 19:07,CASE005094,teléfono,CL72240,post-venta,comprador,686
EMP0048,3/11/2025 13:56,CASE005095,chat,CL83575,reclamos,comprador,541
EMP0033,1/4/2025 22:55,CASE005096,teléfono,CL95105,post-venta,comprador,699
EMP0018,2/6/2025 17:57,CASE005097,teléfono,CL11153,post-venta,vendedor,736
EMP0036,3/17/2025 15:22,CASE005098,teléfono,CL25036,post-venta,vendedor,454
EMP0089,1/23/2025 20:42,CASE005099,teléfono,CL97679,reclamos,comprador,564
EMP0148,3/10/2025 23:47,CASE005100,teléfono,CL55351,reclamos,vendedor,741
EMP0100,1/20/2025 06:38,CASE005101,teléfono,CL68414,pre-venta,comprador,522
EMP0031,2/28/2025 07:59,CASE005102,chat,CL41502,pre-venta,vendedor,663
EMP0021,2/21/2025 14:57,CASE005103,chat,CL94182,post-venta,vendedor,601
EMP0128,2/2/2025 21:44,CASE005104,chat,CL90439,reclamos,comprador,639
EMP0290,2/23/2025 01:13,CASE005105,teléfono,CL91412,reclamos,vendedor,604
EMP0230,1/12/2025 14:47,CASE005106,teléfono,CL41958,post-venta,vendedor,689
EMP0185,1/16/2025 02:36,CASE005107,teléfono,CL15226,pre-venta,vendedor,477
EMP0165,1/9/2025 22:40,CASE005108,teléfono,CL99463,reclamos,vendedor,490
EMP0257,2/14/2025 07:00,CASE005109,teléfono,CL52065,post-venta,vendedor,775
EMP0057,2/16/2025 06:44,CASE005110,teléfono,CL59987,pre-venta,comprador,852
EMP0159,2/3/2025 00:10,CASE005111,teléfono,CL24860,post-venta,vendedor,599
EMP0023,3/30/2025 13:07,CASE005112,chat,CL60577,post-venta,comprador,805
EMP0107,3/26/2025 09:03,CASE005113,teléfono,CL43631,reclamos,vendedor,507
EMP0102,2/4/2025 14:43,CASE005114,chat,CL80809,pre-venta,vendedor,536
EMP0099,3/22/2025 22:32,CASE005115,teléfono,CL47070,pre-venta,comprador,774
EMP0130,2/7/2025 01:00,CASE005116,teléfono,CL13238,pre-venta,comprador,696
EMP0251,1/30/2025 21:28,CASE005117,chat,CL77746,post-venta,comprador,792
EMP0225,3/15/2025 11:13,CASE005118,teléfono,CL59146,reclamos,vendedor,656
EMP0296,1/8/2025 16:38,CASE005119,chat,CL77411,reclamos,comprador,478
EMP0110,2/22/2025 02:05,CASE005120,chat,CL76680,reclamos,vendedor,626
EMP0009,2/27/2025 19:36,CASE005121,chat,CL68400,reclamos,comprador,744
EMP0122,3/24/2025 14:43,CASE005122,teléfono,CL73806,reclamos,vendedor,584
EMP0299,1/6/2025 06:40,CASE005123,teléfono,CL15747,post-venta,vendedor,565
EMP0051,1/8/2025 12:19,CASE005124,teléfono,CL48854,post-venta,comprador,658
EMP0213,1/11/2025 06:37,CASE005125,teléfono,CL95397,reclamos,comprador,532
EMP0050,1/5/2025 06:12,CASE005126,chat,CL35232,post-venta,vendedor,635
EMP0204,3/11/2025 14:59,CASE005127,teléfono,CL51984,post-venta,vendedor,607
EMP0150,3/5/2025 07:39,CASE005128,chat,CL77357,pre-venta,vendedor,541
EMP0092,1/30/2025 07:14,CASE005129,chat,CL20793,reclamos,vendedor,717
EMP0091,1/21/2025 17:30,CASE005130,chat,CL22577,post-venta,vendedor,677
EMP0010,3/19/2025 21:24,CASE005131,chat,CL31940,pre-venta,vendedor,557
EMP0210,1/17/2025 20:03,CASE005132,teléfono,CL80513,post-venta,vendedor,598
EMP0195,2/22/2025 10:06,CASE005133,teléfono,CL79888,post-venta,vendedor,567
EMP0030,2/16/2025 01:06,CASE005134,chat,CL10960,pre-venta,comprador,523
EMP0150,2/11/2025 05:24,CASE005135,chat,CL92173,post-venta,comprador,396
EMP0092,2/23/2025 01:32,CASE005136,chat,CL18581,reclamos,vendedor,541
EMP0201,1/31/2025 06:33,CASE005137,chat,CL37627,reclamos,vendedor,525
EMP0297,2/12/2025 05:41,CASE005138,teléfono,CL97862,reclamos,comprador,613
EMP0144,2/2/2025 12:25,CASE005139,teléfono,CL92511,pre-venta,vendedor,652
EMP0069,2/17/2025 08:35,CASE005140,teléfono,CL37941,pre-venta,comprador,503
EMP0142,2/10/2025 23:38,CASE005141,teléfono,CL99837,pre-venta,comprador,644
EMP0014,3/9/2025 02:23,CASE005142,chat,CL65601,post-venta,vendedor,485
EMP0175,2/13/2025 15:01,CASE005143,chat,CL23621,post-venta,vendedor,584
EMP0272,2/25/2025 09:33,CASE005144,chat,CL36945,post-venta,comprador,527
EMP0043,2/10/2025 05:31,CASE005145,chat,CL80484,post-venta,comprador,689
EMP0068,1/9/2025 10:07,CASE005146,chat,CL67047,post-venta,comprador,614
EMP0255,2/18/2025 06:28,CASE005147,chat,CL94746,reclamos,vendedor,586
EMP0142,3/17/2025 08:24,CASE005148,teléfono,CL19452,reclamos,vendedor,524
EMP0041,2/11/2025 12:41,CASE005149,chat,CL99921,reclamos,vendedor,560
EMP0087,3/2/2025 14:22,CASE005150,chat,CL30152,pre-venta,vendedor,819
EMP0075,2/22/2025 20:07,CASE005151,chat,CL13113,reclamos,vendedor,539
EMP0019,3/23/2025 00:43,CASE005152,chat,CL70191,post-venta,vendedor,657
EMP0268,1/27/2025 15:07,CASE005153,teléfono,CL53478,post-venta,comprador,586
EMP0098,3/24/2025 04:14,CASE005154,teléfono,CL14965,post-venta,comprador,654
EMP0140,1/19/2025 23:01,CASE005155,chat,CL21471,pre-venta,vendedor,700
EMP0131,3/2/2025 04:30,CASE005156,teléfono,CL19600,post-venta,comprador,557
EMP0186,1/20/2025 09:44,CASE005157,teléfono,CL17113,pre-venta,vendedor,685
EMP0174,3/1/2025 03:03,CASE005158,teléfono,CL33329,reclamos,vendedor,930
EMP0179,1/20/2025 07:26,CASE005159,teléfono,CL43018,pre-venta,comprador,668
EMP0015,2/2/2025 15:18,CASE005160,teléfono,CL83149,post-venta,comprador,793
EMP0299,1/8/2025 16:31,CASE005161,chat,CL19232,reclamos,vendedor,657
EMP0265,3/1/2025 09:40,CASE005162,teléfono,CL85361,pre-venta,comprador,488
EMP0039,1/17/2025 10:32,CASE005163,chat,CL39837,pre-venta,vendedor,633
EMP0231,3/28/2025 06:23,CASE005164,teléfono,CL43901,post-venta,vendedor,560
EMP0057,1/21/2025 19:57,CASE005165,chat,CL63429,post-venta,vendedor,528
EMP0263,1/7/2025 12:02,CASE005166,teléfono,CL60860,post-venta,comprador,591
EMP0002,1/30/2025 15:03,CASE005167,chat,CL69129,reclamos,vendedor,581
EMP0054,3/7/2025 13:46,CASE005168,teléfono,CL92603,reclamos,vendedor,472
EMP0059,2/6/2025 04:38,CASE005169,teléfono,CL63011,reclamos,vendedor,925
EMP0094,2/12/2025 14:36,CASE005170,chat,CL66757,pre-venta,vendedor,696
EMP0213,1/5/2025 09:56,CASE005171,teléfono,CL51471,post-venta,comprador,629
EMP0058,1/5/2025 01:06,CASE005172,chat,CL12213,pre-venta,comprador,610
EMP0217,1/12/2025 01:26,CASE005173,chat,CL61052,reclamos,comprador,744
EMP0141,1/14/2025 09:22,CASE005174,teléfono,CL98250,post-venta,comprador,849
EMP0212,3/1/2025 09:44,CASE005175,teléfono,CL25506,post-venta,vendedor,682
EMP0133,2/22/2025 10:04,CASE005176,teléfono,CL80101,reclamos,comprador,614
EMP0166,1/8/2025 19:01,CASE005177,teléfono,CL10773,reclamos,comprador,776
EMP0232,1/4/2025 13:33,CASE005178,chat,CL94072,post-venta,vendedor,617
EMP0025,1/26/2025 23:46,CASE005179,chat,CL91048,post-venta,comprador,652
EMP0200,1/5/2025 23:55,CASE005180,chat,CL18288,pre-venta,vendedor,720
EMP0048,3/2/2025 21:26,CASE005181,chat,CL86756,reclamos,comprador,553
EMP0052,1/30/2025 16:49,CASE005182,chat,CL15965,reclamos,comprador,350
EMP0060,3/8/2025 20:08,CASE005183,teléfono,CL19514,reclamos,vendedor,547
EMP0279,1/28/2025 17:19,CASE005184,teléfono,CL56884,reclamos,comprador,692
EMP0239,1/1/2025 01:35,CASE005185,chat,CL75907,reclamos,comprador,684
EMP0278,3/18/2025 06:13,CASE005186,teléfono,CL23911,pre-venta,vendedor,761
EMP0025,3/17/2025 11:06,CASE005187,teléfono,CL47989,pre-venta,comprador,552
EMP0183,2/2/2025 22:39,CASE005188,chat,CL99899,post-venta,vendedor,789
EMP0239,3/12/2025 04:38,CASE005189,teléfono,CL49498,post-venta,vendedor,622
EMP0064,3/3/2025 09:08,CASE005190,teléfono,CL89503,post-venta,vendedor,672
EMP0004,2/5/2025 21:07,CASE005191,teléfono,CL21338,reclamos,vendedor,708
EMP0117,3/27/2025 02:41,CASE005192,chat,CL46899,post-venta,vendedor,434
EMP0053,1/29/2025 15:04,CASE005193,teléfono,CL67367,pre-venta,comprador,479
EMP0026,1/14/2025 18:07,CASE005194,chat,CL59992,post-venta,comprador,475
EMP0100,1/4/2025 00:12,CASE005195,teléfono,CL61788,reclamos,vendedor,728
EMP0207,3/8/2025 22:46,CASE005196,chat,CL96602,pre-venta,comprador,563
EMP0219,3/1/2025 22:09,CASE005197,chat,CL14039,pre-venta,comprador,843
EMP0014,2/13/2025 17:53,CASE005198,chat,CL72126,post-venta,vendedor,600
EMP0060,3/30/2025 08:29,CASE005199,teléfono,CL30489,post-venta,vendedor,423
EMP0153,2/20/2025 18:03,CASE005200,teléfono,CL79922,post-venta,vendedor,519
EMP0054,2/7/2025 13:23,CASE005201,teléfono,CL38818,post-venta,comprador,614
EMP0255,2/23/2025 01:03,CASE005202,chat,CL27875,pre-venta,vendedor,661
EMP0021,2/12/2025 12:43,CASE005203,teléfono,CL61248,post-venta,comprador,481
EMP0035,3/17/2025 20:04,CASE005204,chat,CL81529,reclamos,comprador,668
EMP0180,1/30/2025 21:37,CASE005205,teléfono,CL48663,post-venta,vendedor,700
EMP0154,1/18/2025 12:42,CASE005206,teléfono,CL93105,pre-venta,vendedor,523
EMP0143,3/28/2025 23:23,CASE005207,chat,CL28884,post-venta,vendedor,836
EMP0005,2/5/2025 19:42,CASE005208,chat,CL49066,pre-venta,vendedor,536
EMP0161,2/25/2025 13:47,CASE005209,chat,CL98773,pre-venta,vendedor,480
EMP0121,2/7/2025 08:20,CASE005210,teléfono,CL94926,reclamos,comprador,416
EMP0209,2/10/2025 16:35,CASE005211,teléfono,CL58906,reclamos,vendedor,746
