Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacci�n,Id de cliente,Raz�n del reclamo,Cr�dito otorgado (USD)
EMP0176,2/6/2025 20:23,CASE034176,teléfono,CL22572,Error en la facturación,32.3
EMP0155,3/2/2025 13:14,CASE017198,teléfono,CL12744,Producto defectuoso,38.05
EMP0024,1/2/2025 07:20,CASE016721,chat,CL91108,Cobro duplicado,19.52
EMP0291,2/10/2025 21:10,CASE010573,teléfono,CL72230,Producto no recibido,20.4
EMP0228,1/18/2025 23:05,CASE028633,chat,CL15508,Producto defectuoso,8.32
EMP0041,1/18/2025 09:12,CASE023382,chat,CL55640,Producto no recibido,43.77
EMP0022,2/8/2025 21:24,CASE036733,teléfono,CL58793,Incumplimiento de garantía,21.42
EMP0206,2/24/2025 13:13,CASE034255,teléfono,CL38932,Cobro duplicado,25.08
EMP0208,1/5/2025 21:02,CASE035515,chat,CL58236,Producto no recibido,27.37
EMP0182,1/17/2025 14:07,CASE025031,teléfono,CL89244,Incumplimiento de garantía,37.32
EMP0068,3/6/2025 09:21,CASE010011,teléfono,CL46799,Error en la facturación,44.89
EMP0109,1/15/2025 17:06,CASE039256,chat,CL20386,Producto no recibido,34.39
EMP0267,3/24/2025 01:47,CASE030424,teléfono,CL13385,Cobro duplicado,21.21
EMP0019,3/15/2025 02:07,CASE013862,chat,CL26608,Incumplimiento de garantía,9.09
EMP0157,1/20/2025 09:30,CASE017591,chat,CL70768,Producto no recibido,19.19
EMP0163,1/14/2025 13:20,CASE001776,chat,CL53213,Producto defectuoso,11.23
EMP0277,3/2/2025 01:10,CASE047120,teléfono,CL47448,Cobro duplicado,9.83
EMP0078,2/28/2025 14:58,CASE026734,chat,CL12101,Incumplimiento de garantía,37.79
EMP0296,3/12/2025 16:39,CASE034325,chat,CL49512,Cobro duplicado,5.3
EMP0016,1/10/2025 21:15,CASE010219,chat,CL76467,Producto defectuoso,21.93
EMP0018,2/19/2025 05:31,CASE023167,chat,CL28461,Error en la facturación,40.08
EMP0138,2/25/2025 00:40,CASE034684,teléfono,CL35322,Cobro duplicado,44.54
EMP0154,1/25/2025 01:47,CASE001143,chat,CL69890,Incumplimiento de garantía,33.27
EMP0105,3/23/2025 10:36,CASE006663,chat,CL88166,Producto no recibido,29.96
EMP0129,3/29/2025 12:08,CASE042120,teléfono,CL35731,Error en la facturación,24.99
EMP0286,1/24/2025 03:20,CASE004954,teléfono,CL99995,Producto defectuoso,44.16
EMP0173,2/4/2025 20:27,CASE011968,chat,CL11161,Error en la facturación,34.01
EMP0085,1/25/2025 03:29,CASE036413,teléfono,CL49676,Incumplimiento de garantía,9.3
EMP0138,3/9/2025 08:10,CASE033524,teléfono,CL28322,Cobro duplicado,21.8
EMP0110,3/13/2025 06:13,CASE043981,teléfono,CL34285,Producto defectuoso,24.6
EMP0023,2/19/2025 10:34,CASE049426,chat,CL25616,Producto defectuoso,11.4
EMP0213,2/8/2025 09:05,CASE048371,chat,CL43970,Cobro duplicado,6.2
EMP0247,1/6/2025 16:47,CASE012397,teléfono,CL72515,Producto no recibido,8.37
EMP0228,3/29/2025 22:07,CASE018953,chat,CL50677,Producto no recibido,40.43
EMP0010,3/24/2025 02:10,CASE026787,chat,CL19102,Cobro duplicado,49.8
EMP0118,1/25/2025 17:41,CASE009045,chat,CL49650,Error en la facturación,17.41
EMP0063,2/17/2025 09:22,CASE023481,teléfono,CL43393,Producto defectuoso,20.3
EMP0242,3/30/2025 19:39,CASE014374,chat,CL59310,Producto defectuoso,38.1
EMP0116,3/24/2025 17:05,CASE025313,teléfono,CL63223,Producto no recibido,35.81
EMP0191,2/25/2025 03:22,CASE043764,teléfono,CL51876,Producto defectuoso,42.58
EMP0201,2/24/2025 19:16,CASE012424,teléfono,CL57227,Producto defectuoso,45.57
EMP0289,3/30/2025 21:06,CASE039331,teléfono,CL53331,Incumplimiento de garantía,34.02
EMP0299,1/21/2025 04:42,CASE030707,chat,CL62915,Cobro duplicado,14.45
EMP0066,2/16/2025 18:07,CASE034036,chat,CL35076,Cobro duplicado,15.91
EMP0075,1/27/2025 00:15,CASE042789,teléfono,CL78073,Error en la facturación,49.51
EMP0055,1/18/2025 12:48,CASE016846,teléfono,CL93424,Producto no recibido,33.59
EMP0200,3/20/2025 18:36,CASE021640,chat,CL17430,Cobro duplicado,29.84
EMP0032,1/15/2025 14:50,CASE023652,chat,CL48606,Producto defectuoso,22.14
EMP0192,2/3/2025 07:59,CASE037975,teléfono,CL69886,Error en la facturación,32.6
EMP0066,2/2/2025 19:43,CASE048390,chat,CL85770,Incumplimiento de garantía,37.34
EMP0059,2/2/2025 02:46,CASE016949,teléfono,CL17224,Error en la facturación,41.92
EMP0201,2/1/2025 04:05,CASE046660,chat,CL73330,Incumplimiento de garantía,24.07
EMP0093,2/20/2025 13:13,CASE043691,teléfono,CL97347,Producto no recibido,7.56
EMP0230,3/4/2025 23:56,CASE039008,chat,CL15227,Incumplimiento de garantía,40.94
EMP0030,1/25/2025 22:38,CASE011843,teléfono,CL76828,Incumplimiento de garantía,7.11
EMP0070,2/2/2025 18:47,CASE016979,chat,CL15861,Incumplimiento de garantía,8.48
EMP0131,3/1/2025 02:17,CASE005739,chat,CL34925,Producto defectuoso,21.57
EMP0181,1/7/2025 16:39,CASE044489,teléfono,CL81907,Producto no recibido,33.71
EMP0209,1/6/2025 05:04,CASE026277,teléfono,CL70532,Error en la facturación,17.28
EMP0256,1/10/2025 20:44,CASE001809,chat,CL94675,Cobro duplicado,25.32
EMP0162,1/28/2025 10:25,CASE033871,chat,CL91487,Cobro duplicado,34.37
EMP0254,2/3/2025 13:00,CASE001678,teléfono,CL55793,Producto no recibido,20.11
EMP0159,3/23/2025 02:19,CASE032107,chat,CL59047,Cobro duplicado,18.64
EMP0283,1/10/2025 18:05,CASE046273,teléfono,CL89943,Producto defectuoso,46.13
EMP0261,3/18/2025 02:09,CASE023566,chat,CL68316,Producto no recibido,14.14
EMP0061,1/4/2025 23:32,CASE029803,teléfono,CL64385,Error en la facturación,20.47
EMP0199,2/23/2025 05:50,CASE031006,teléfono,CL97525,Producto defectuoso,37.4
EMP0141,2/19/2025 15:45,CASE010010,chat,CL14822,Producto no recibido,45.36
EMP0097,3/23/2025 04:38,CASE008522,chat,CL29316,Error en la facturación,33.84
EMP0277,3/16/2025 11:07,CASE027458,chat,CL88037,Producto defectuoso,41.6
EMP0193,1/8/2025 20:21,CASE026436,teléfono,CL50159,Producto no recibido,10.22
EMP0293,1/17/2025 22:36,CASE032777,chat,CL66168,Error en la facturación,49.66
EMP0282,1/11/2025 04:19,CASE021091,chat,CL34410,Cobro duplicado,47.36
EMP0173,3/22/2025 17:53,CASE000203,teléfono,CL80686,Incumplimiento de garantía,13.32
EMP0248,1/7/2025 01:58,CASE035052,teléfono,CL99611,Incumplimiento de garantía,18.02
EMP0239,2/25/2025 05:30,CASE023571,teléfono,CL39576,Incumplimiento de garantía,44.95
EMP0178,3/26/2025 03:42,CASE020832,chat,CL59785,Incumplimiento de garantía,23.94
EMP0024,1/28/2025 07:35,CASE041811,teléfono,CL47101,Error en la facturación,6.7
EMP0170,2/23/2025 10:23,CASE038890,teléfono,CL47252,Incumplimiento de garantía,21.5
EMP0247,3/2/2025 14:43,CASE034970,teléfono,CL93834,Incumplimiento de garantía,13.21
EMP0135,3/11/2025 01:14,CASE030559,teléfono,CL37300,Cobro duplicado,8.05
EMP0080,2/28/2025 03:01,CASE004235,teléfono,CL17993,Producto defectuoso,38.96
EMP0176,1/17/2025 01:58,CASE007296,teléfono,CL67243,Producto no recibido,39.26
EMP0163,3/30/2025 11:45,CASE015411,teléfono,CL84883,Producto no recibido,46.33
EMP0064,3/1/2025 12:05,CASE041606,chat,CL15368,Incumplimiento de garantía,5.4
EMP0286,3/2/2025 18:42,CASE011160,chat,CL28764,Cobro duplicado,36.22
EMP0111,1/16/2025 03:23,CASE032666,chat,CL74912,Incumplimiento de garantía,34.72
EMP0094,3/16/2025 18:51,CASE035591,chat,CL18953,Producto no recibido,45.11
EMP0204,3/4/2025 08:27,CASE028657,teléfono,CL75327,Incumplimiento de garantía,11.42
EMP0014,2/17/2025 01:38,CASE023786,teléfono,CL57454,Error en la facturación,33.53
EMP0180,3/16/2025 05:09,CASE013366,chat,CL49799,Producto no recibido,27.37
EMP0128,3/15/2025 06:51,CASE047029,teléfono,CL88508,Producto defectuoso,28.93
EMP0103,3/23/2025 13:18,CASE020456,teléfono,CL58081,Incumplimiento de garantía,24.38
EMP0148,2/1/2025 20:10,CASE008405,chat,CL21898,Producto defectuoso,31.21
EMP0171,2/24/2025 03:42,CASE008781,teléfono,CL14850,Cobro duplicado,10.59
EMP0121,3/11/2025 03:46,CASE022394,teléfono,CL87116,Cobro duplicado,44.59
EMP0160,2/8/2025 17:01,CASE020022,teléfono,CL24832,Error en la facturación,36.07
EMP0189,1/15/2025 08:44,CASE021006,chat,CL53369,Producto no recibido,5.04
EMP0117,2/3/2025 12:48,CASE042528,chat,CL86824,Producto no recibido,25.64
EMP0158,1/8/2025 14:44,CASE000990,chat,CL52247,Incumplimiento de garantía,48.03
EMP0206,1/23/2025 04:15,CASE043923,chat,CL96653,Cobro duplicado,13.14
EMP0162,1/21/2025 23:50,CASE025540,chat,CL60777,Incumplimiento de garantía,47.72
EMP0295,1/11/2025 13:13,CASE020448,teléfono,CL43442,Producto defectuoso,38.45
EMP0028,1/7/2025 08:53,CASE016830,teléfono,CL22516,Cobro duplicado,10.31
EMP0212,1/26/2025 18:17,CASE006792,teléfono,CL33444,Cobro duplicado,34.98
EMP0256,1/18/2025 18:31,CASE022905,chat,CL94843,Incumplimiento de garantía,24.61
EMP0058,1/30/2025 16:45,CASE026950,teléfono,CL89246,Producto defectuoso,28.49
EMP0061,3/30/2025 03:53,CASE023266,chat,CL62044,Error en la facturación,42.47
EMP0173,3/30/2025 10:48,CASE017565,chat,CL89364,Producto no recibido,39.54
EMP0249,3/28/2025 16:39,CASE041355,chat,CL24287,Cobro duplicado,16.14
EMP0113,2/19/2025 20:52,CASE026481,chat,CL27111,Producto defectuoso,23.55
EMP0074,1/14/2025 20:55,CASE015907,teléfono,CL83396,Producto defectuoso,23.18
EMP0074,3/1/2025 20:45,CASE029476,teléfono,CL99916,Producto no recibido,24.19
EMP0093,1/8/2025 02:11,CASE035339,chat,CL71160,Producto no recibido,26.23
EMP0160,3/20/2025 07:56,CASE024655,teléfono,CL20339,Producto no recibido,28.91
EMP0022,3/20/2025 01:19,CASE029258,chat,CL27965,Cobro duplicado,23.96
EMP0180,2/20/2025 12:36,CASE022126,chat,CL56668,Error en la facturación,31.91
EMP0238,2/15/2025 05:45,CASE010074,chat,CL46429,Incumplimiento de garantía,7.42
EMP0209,2/24/2025 13:50,CASE032590,teléfono,CL40161,Cobro duplicado,16.53
EMP0246,3/6/2025 15:55,CASE023595,chat,CL66850,Cobro duplicado,9.37
EMP0128,2/25/2025 21:52,CASE002828,teléfono,CL98008,Producto defectuoso,15.09
EMP0283,1/20/2025 16:11,CASE032170,chat,CL62863,Producto defectuoso,8.45
EMP0024,1/3/2025 00:11,CASE007424,chat,CL64125,Producto defectuoso,24.65
EMP0059,3/5/2025 08:12,CASE016662,chat,CL39600,Producto no recibido,12.07
EMP0164,1/13/2025 05:17,CASE004634,chat,CL80088,Producto defectuoso,49.34
EMP0238,2/14/2025 20:04,CASE018378,teléfono,CL25184,Producto no recibido,42.6
EMP0053,2/7/2025 06:53,CASE019881,chat,CL43614,Producto no recibido,21.86
EMP0095,1/20/2025 23:51,CASE014363,chat,CL34955,Error en la facturación,9.15
EMP0014,1/23/2025 13:24,CASE037040,chat,CL22765,Producto defectuoso,28.06
EMP0206,1/8/2025 14:15,CASE041621,teléfono,CL70271,Producto defectuoso,14.34
EMP0202,3/13/2025 11:43,CASE048663,teléfono,CL90279,Cobro duplicado,8.6
EMP0066,1/10/2025 08:00,CASE011078,teléfono,CL98185,Incumplimiento de garantía,21.92
EMP0133,2/27/2025 15:29,CASE022933,chat,CL81858,Producto no recibido,20.8
EMP0255,2/10/2025 16:14,CASE033613,teléfono,CL46721,Error en la facturación,35.8
EMP0184,3/17/2025 10:58,CASE008156,teléfono,CL22121,Cobro duplicado,19.18
EMP0257,3/3/2025 15:41,CASE029474,chat,CL27912,Error en la facturación,49.06
EMP0197,1/27/2025 00:01,CASE021612,chat,CL85060,Error en la facturación,18.24
EMP0139,3/18/2025 12:29,CASE007231,chat,CL61115,Producto no recibido,7.92
EMP0020,1/2/2025 01:14,CASE009691,chat,CL73539,Incumplimiento de garantía,39.97
EMP0232,3/7/2025 17:27,CASE008720,chat,CL42933,Error en la facturación,36.91
EMP0279,2/8/2025 01:40,CASE010849,chat,CL54922,Incumplimiento de garantía,29.59
EMP0079,3/16/2025 14:13,CASE027612,teléfono,CL55621,Error en la facturación,24.71
EMP0205,2/18/2025 23:32,CASE038009,chat,CL61057,Cobro duplicado,19.96
EMP0244,1/31/2025 02:00,CASE046218,chat,CL78151,Incumplimiento de garantía,37.41
EMP0291,2/27/2025 07:57,CASE045302,teléfono,CL19591,Incumplimiento de garantía,31.03
EMP0138,3/15/2025 18:00,CASE034566,chat,CL34638,Producto no recibido,37.53
EMP0283,2/7/2025 03:55,CASE041153,chat,CL19879,Cobro duplicado,13.98
EMP0002,1/12/2025 13:20,CASE044480,chat,CL29521,Producto no recibido,41.17
EMP0028,2/27/2025 23:41,CASE002830,teléfono,CL38444,Error en la facturación,43.66
EMP0071,1/24/2025 05:45,CASE039458,teléfono,CL81342,Incumplimiento de garantía,42.24
EMP0235,3/11/2025 14:32,CASE018635,teléfono,CL89123,Error en la facturación,21.19
EMP0202,3/2/2025 13:18,CASE042648,teléfono,CL20260,Producto no recibido,19.47
EMP0068,3/10/2025 16:14,CASE034760,teléfono,CL12263,Cobro duplicado,15.45
EMP0261,3/7/2025 17:41,CASE003551,teléfono,CL68335,Incumplimiento de garantía,16.99
EMP0229,3/11/2025 06:25,CASE034553,chat,CL87434,Incumplimiento de garantía,17.03
EMP0252,1/16/2025 07:07,CASE035479,chat,CL60229,Incumplimiento de garantía,43.83
EMP0272,3/1/2025 05:35,CASE018831,teléfono,CL75655,Producto defectuoso,42.62
EMP0125,3/23/2025 13:03,CASE040198,teléfono,CL59592,Cobro duplicado,47.98
EMP0226,2/13/2025 14:54,CASE022300,chat,CL40493,Cobro duplicado,28.43
EMP0255,2/7/2025 06:45,CASE024020,chat,CL44047,Cobro duplicado,29.66
EMP0157,2/26/2025 16:46,CASE012722,chat,CL41661,Producto no recibido,44.48
EMP0270,2/27/2025 12:18,CASE018598,chat,CL24166,Error en la facturación,7.08
EMP0204,3/30/2025 15:40,CASE023149,chat,CL66385,Producto no recibido,24.64
EMP0033,3/16/2025 14:07,CASE014979,chat,CL39617,Producto defectuoso,12.55
EMP0265,2/11/2025 21:06,CASE010760,teléfono,CL62709,Producto defectuoso,45.99
EMP0264,3/4/2025 02:43,CASE039375,chat,CL83127,Incumplimiento de garantía,44.35
EMP0271,2/24/2025 16:50,CASE023588,chat,CL85084,Producto no recibido,10.64
EMP0051,1/28/2025 03:56,CASE031092,teléfono,CL50835,Producto no recibido,26.12
EMP0017,2/20/2025 20:14,CASE000682,chat,CL91560,Error en la facturación,18.22
EMP0175,2/20/2025 07:44,CASE006580,teléfono,CL56580,Cobro duplicado,16.1
EMP0163,1/29/2025 01:30,CASE033354,chat,CL19018,Producto no recibido,39.84
EMP0270,1/14/2025 12:56,CASE041375,chat,CL15915,Producto defectuoso,28.02
EMP0224,2/4/2025 13:35,CASE041685,chat,CL22386,Producto no recibido,5.24
EMP0210,1/10/2025 21:28,CASE039266,chat,CL31965,Cobro duplicado,5.2
EMP0204,3/9/2025 15:10,CASE029837,teléfono,CL77182,Cobro duplicado,49.16
EMP0206,3/16/2025 15:39,CASE030002,teléfono,CL46693,Error en la facturación,23.96
EMP0082,2/10/2025 07:46,CASE006753,teléfono,CL27734,Incumplimiento de garantía,44.43
EMP0191,1/3/2025 20:18,CASE002716,teléfono,CL81361,Cobro duplicado,35.88
EMP0215,1/22/2025 01:45,CASE025243,chat,CL64778,Error en la facturación,43.99
EMP0021,1/30/2025 11:58,CASE047729,chat,CL11100,Producto defectuoso,23.09
EMP0129,1/22/2025 13:28,CASE020859,teléfono,CL32111,Cobro duplicado,49.85
EMP0151,3/26/2025 01:28,CASE031322,teléfono,CL80974,Cobro duplicado,26.67
EMP0001,2/15/2025 19:21,CASE022672,chat,CL18817,Producto no recibido,47.75
EMP0026,2/21/2025 15:25,CASE032933,teléfono,CL78750,Cobro duplicado,39.28
EMP0142,3/3/2025 17:26,CASE022188,teléfono,CL43901,Incumplimiento de garantía,29.27
EMP0156,2/3/2025 02:37,CASE034458,teléfono,CL87538,Error en la facturación,18.3
EMP0141,3/12/2025 06:35,CASE015927,chat,CL46718,Cobro duplicado,45.14
EMP0236,1/7/2025 13:07,CASE018540,chat,CL99912,Producto defectuoso,48.45
EMP0161,1/11/2025 14:24,CASE032984,teléfono,CL28596,Incumplimiento de garantía,38.16
EMP0121,1/8/2025 22:46,CASE010646,teléfono,CL15850,Producto defectuoso,10.46
EMP0215,3/8/2025 00:05,CASE044956,teléfono,CL28081,Incumplimiento de garantía,31.15
EMP0062,3/25/2025 07:58,CASE042807,chat,CL74309,Producto no recibido,12.16
EMP0121,3/18/2025 10:27,CASE003027,chat,CL40427,Incumplimiento de garantía,30.65
EMP0173,3/10/2025 14:59,CASE001068,chat,CL82199,Producto defectuoso,21.02
EMP0297,1/29/2025 13:29,CASE049375,teléfono,CL95981,Producto defectuoso,48.73
EMP0133,1/7/2025 07:07,CASE033345,chat,CL36963,Incumplimiento de garantía,45.13
EMP0203,3/17/2025 01:32,CASE037850,chat,CL70688,Incumplimiento de garantía,34.93
EMP0084,3/15/2025 23:35,CASE027416,teléfono,CL98057,Producto defectuoso,16.83
EMP0240,1/10/2025 08:41,CASE042032,teléfono,CL49707,Producto defectuoso,33.52
EMP0042,2/24/2025 06:07,CASE039144,chat,CL70992,Producto no recibido,11.83
EMP0100,2/7/2025 09:08,CASE041422,chat,CL78508,Error en la facturación,6
EMP0001,2/10/2025 02:01,CASE044104,chat,CL50451,Cobro duplicado,45.02
EMP0214,3/19/2025 04:32,CASE014538,chat,CL95888,Error en la facturación,13.46
EMP0095,3/12/2025 17:50,CASE003563,chat,CL23425,Cobro duplicado,16.21
EMP0247,1/3/2025 00:18,CASE025724,chat,CL40188,Cobro duplicado,14.33
EMP0055,3/11/2025 12:18,CASE009368,chat,CL92629,Incumplimiento de garantía,40.86
EMP0134,3/29/2025 19:32,CASE021709,chat,CL97181,Producto no recibido,16.82
EMP0119,1/4/2025 01:07,CASE018748,teléfono,CL21725,Error en la facturación,42.88
EMP0224,3/15/2025 07:37,CASE015449,chat,CL61871,Error en la facturación,42.06
EMP0234,1/8/2025 18:22,CASE022784,teléfono,CL36703,Producto defectuoso,40.16
EMP0265,1/17/2025 03:44,CASE044481,chat,CL66807,Producto defectuoso,30.09
EMP0103,2/15/2025 18:26,CASE036043,teléfono,CL66868,Incumplimiento de garantía,7.37
EMP0127,1/14/2025 10:40,CASE025279,teléfono,CL33204,Incumplimiento de garantía,21.07
EMP0203,1/14/2025 07:02,CASE011128,teléfono,CL99939,Cobro duplicado,6.12
EMP0005,1/19/2025 01:19,CASE017404,teléfono,CL15302,Error en la facturación,16.25
EMP0284,1/19/2025 10:13,CASE041583,chat,CL89561,Producto defectuoso,32.52
EMP0270,3/26/2025 12:16,CASE021074,chat,CL75172,Incumplimiento de garantía,21.07
EMP0047,3/20/2025 07:56,CASE035805,chat,CL85966,Incumplimiento de garantía,31.76
EMP0118,1/19/2025 04:01,CASE004569,chat,CL90541,Incumplimiento de garantía,26.72
EMP0151,3/30/2025 12:50,CASE007976,teléfono,CL15357,Incumplimiento de garantía,6.75
EMP0095,3/12/2025 22:10,CASE001341,teléfono,CL22739,Cobro duplicado,40.54
EMP0031,1/13/2025 15:55,CASE008868,teléfono,CL50536,Producto no recibido,23.59
EMP0294,2/10/2025 07:10,CASE034128,teléfono,CL59452,Cobro duplicado,13.12
EMP0115,3/4/2025 12:46,CASE001569,chat,CL54681,Producto no recibido,41.59
EMP0017,1/1/2025 12:09,CASE022378,chat,CL80569,Cobro duplicado,43.42
EMP0209,1/12/2025 20:50,CASE030271,chat,CL68191,Error en la facturación,28.69
EMP0074,1/30/2025 22:43,CASE038285,teléfono,CL62820,Incumplimiento de garantía,35.43
EMP0120,1/23/2025 13:12,CASE026283,chat,CL12579,Cobro duplicado,34.98
EMP0222,1/2/2025 20:56,CASE036260,chat,CL99754,Cobro duplicado,45.05
EMP0017,3/20/2025 21:38,CASE008789,teléfono,CL96333,Cobro duplicado,39.64
EMP0078,1/9/2025 08:43,CASE037853,teléfono,CL23554,Incumplimiento de garantía,47.23
EMP0163,3/5/2025 03:44,CASE008758,teléfono,CL36680,Producto defectuoso,22.35
EMP0265,3/2/2025 08:20,CASE039035,teléfono,CL71666,Cobro duplicado,48.51
EMP0005,2/21/2025 02:22,CASE037347,teléfono,CL13507,Producto no recibido,10.21
EMP0184,1/17/2025 14:07,CASE042126,chat,CL42979,Producto defectuoso,9.47
EMP0121,1/18/2025 22:39,CASE007384,chat,CL16765,Incumplimiento de garantía,11.32
EMP0268,2/19/2025 16:34,CASE041911,teléfono,CL64225,Cobro duplicado,39.2
EMP0104,2/13/2025 14:20,CASE006005,chat,CL78592,Incumplimiento de garantía,37.08
EMP0161,3/6/2025 03:12,CASE013996,teléfono,CL15060,Cobro duplicado,49.97
EMP0295,2/15/2025 12:31,CASE033562,chat,CL79712,Error en la facturación,25.72
EMP0025,3/16/2025 10:00,CASE022851,chat,CL47848,Producto defectuoso,30.85
EMP0079,3/19/2025 07:16,CASE036725,teléfono,CL61546,Error en la facturación,43.83
EMP0228,2/20/2025 22:24,CASE026863,chat,CL57965,Incumplimiento de garantía,5.86
EMP0104,2/3/2025 04:24,CASE009110,chat,CL74616,Incumplimiento de garantía,29.12
EMP0072,3/18/2025 02:09,CASE020511,chat,CL91419,Error en la facturación,29.66
EMP0159,1/30/2025 23:12,CASE002105,chat,CL95139,Producto defectuoso,10.4
EMP0241,2/8/2025 21:01,CASE043716,teléfono,CL24202,Incumplimiento de garantía,8.34
EMP0105,3/30/2025 08:25,CASE040950,teléfono,CL31934,Incumplimiento de garantía,15.8
EMP0004,1/5/2025 11:43,CASE040383,chat,CL72472,Cobro duplicado,43.93
EMP0048,1/22/2025 13:40,CASE041076,chat,CL24439,Cobro duplicado,43.81
EMP0059,3/27/2025 01:01,CASE009574,chat,CL29249,Cobro duplicado,32.45
EMP0017,2/17/2025 05:00,CASE038118,teléfono,CL43387,Error en la facturación,42.72
EMP0167,3/8/2025 22:41,CASE031978,teléfono,CL27169,Producto no recibido,46.46
EMP0069,1/23/2025 03:12,CASE017725,teléfono,CL28754,Error en la facturación,38.98
EMP0146,3/11/2025 21:52,CASE002158,teléfono,CL27009,Incumplimiento de garantía,36.64
EMP0261,1/28/2025 08:54,CASE020613,chat,CL83380,Producto defectuoso,49.09
EMP0114,2/16/2025 00:21,CASE032876,chat,CL98904,Producto defectuoso,14.72
EMP0005,3/16/2025 21:49,CASE016743,teléfono,CL43031,Incumplimiento de garantía,43.5
EMP0091,2/7/2025 23:20,CASE040732,teléfono,CL22587,Error en la facturación,44.36
EMP0005,3/5/2025 10:48,CASE002774,chat,CL92050,Producto defectuoso,34.92
EMP0084,2/28/2025 14:48,CASE031685,teléfono,CL86682,Cobro duplicado,7.04
EMP0250,1/25/2025 02:35,CASE032025,chat,CL30455,Cobro duplicado,6.6
EMP0064,1/30/2025 22:24,CASE008931,teléfono,CL95089,Producto no recibido,38.7
EMP0149,3/14/2025 08:18,CASE016446,teléfono,CL78238,Producto defectuoso,47.8
EMP0175,1/16/2025 07:06,CASE045802,teléfono,CL83061,Cobro duplicado,20.57
EMP0296,1/8/2025 16:38,CASE005119,chat,CL77411,Producto no recibido,25.23
EMP0035,2/9/2025 21:51,CASE029456,teléfono,CL59291,Producto no recibido,23.63
EMP0111,1/30/2025 03:05,CASE039557,teléfono,CL34244,Producto no recibido,22.53
EMP0020,2/27/2025 13:34,CASE006017,chat,CL48393,Producto no recibido,18.35
EMP0137,3/28/2025 04:37,CASE006455,chat,CL61815,Producto no recibido,19.64
EMP0069,3/18/2025 01:13,CASE001145,chat,CL28894,Producto no recibido,30.52
EMP0013,3/20/2025 00:14,CASE047676,teléfono,CL73265,Cobro duplicado,22.8
EMP0043,1/20/2025 05:23,CASE037983,teléfono,CL83433,Producto defectuoso,32.24
EMP0210,1/5/2025 01:30,CASE010825,chat,CL75369,Cobro duplicado,22.05
EMP0051,1/8/2025 03:45,CASE045327,chat,CL75368,Cobro duplicado,48.99
EMP0155,3/30/2025 03:49,CASE027769,chat,CL33888,Error en la facturación,34.43
EMP0100,2/20/2025 18:18,CASE020850,teléfono,CL68653,Error en la facturación,47.38
EMP0194,1/5/2025 23:15,CASE026043,chat,CL36953,Error en la facturación,42.23
EMP0240,1/24/2025 01:19,CASE024357,chat,CL62891,Cobro duplicado,30.38
EMP0067,2/20/2025 12:30,CASE042573,chat,CL54067,Incumplimiento de garantía,43.37
EMP0119,2/27/2025 02:53,CASE032003,chat,CL78124,Incumplimiento de garantía,12.26
EMP0110,2/22/2025 02:05,CASE005120,chat,CL76680,Error en la facturación,7.62
EMP0055,3/11/2025 03:00,CASE043598,teléfono,CL45687,Producto defectuoso,15.05
EMP0003,1/26/2025 18:13,CASE037846,teléfono,CL29453,Producto defectuoso,45.69
EMP0230,2/19/2025 17:32,CASE037368,chat,CL78295,Cobro duplicado,42.74
EMP0290,2/5/2025 10:27,CASE046100,chat,CL61658,Incumplimiento de garantía,33.14
EMP0293,2/18/2025 06:36,CASE009454,chat,CL98726,Producto no recibido,35.69
EMP0127,1/23/2025 10:45,CASE010598,teléfono,CL85514,Error en la facturación,45.71
EMP0162,2/7/2025 09:24,CASE048665,teléfono,CL53974,Incumplimiento de garantía,19.12
EMP0144,1/11/2025 09:18,CASE014465,teléfono,CL65731,Error en la facturación,26.67
EMP0056,1/8/2025 07:10,CASE033922,chat,CL30623,Cobro duplicado,10.02
EMP0140,3/14/2025 20:38,CASE029285,teléfono,CL47092,Cobro duplicado,27.29
EMP0174,2/6/2025 18:13,CASE039562,teléfono,CL48718,Incumplimiento de garantía,7.96
EMP0147,1/6/2025 05:45,CASE001504,teléfono,CL17861,Cobro duplicado,20.35
EMP0102,3/19/2025 19:21,CASE011568,teléfono,CL61060,Producto no recibido,33.95
EMP0168,2/16/2025 02:34,CASE008937,teléfono,CL69177,Incumplimiento de garantía,32.8
EMP0281,2/7/2025 07:11,CASE039186,teléfono,CL27047,Producto no recibido,5.18
EMP0299,2/11/2025 14:50,CASE044289,chat,CL96105,Cobro duplicado,37.8
EMP0154,1/18/2025 12:42,CASE005206,teléfono,CL93105,Incumplimiento de garantía,32.22
EMP0057,2/12/2025 11:45,CASE002261,chat,CL51853,Cobro duplicado,47.01
EMP0233,1/28/2025 04:53,CASE049564,teléfono,CL11086,Error en la facturación,26.4
EMP0146,1/18/2025 15:37,CASE004458,chat,CL52616,Error en la facturación,14.47
EMP0240,1/25/2025 23:57,CASE048966,chat,CL35729,Error en la facturación,41.73
EMP0019,2/3/2025 10:06,CASE015268,teléfono,CL43072,Error en la facturación,33.56
EMP0209,2/27/2025 04:58,CASE043953,chat,CL98239,Producto defectuoso,32.83
EMP0179,2/27/2025 05:32,CASE022119,teléfono,CL44083,Producto no recibido,40.08
EMP0108,3/6/2025 21:40,CASE037909,teléfono,CL82143,Producto defectuoso,39.2
