Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacción,Id de cliente,Cola,Tipo de cliente,Raz�n de terminaci�n de la interacci�n
EMP0005,1/16/2025 13:44,CASE024338,chat,CL30748,pre-venta,vendedor,colgado por el agente
EMP0057,1/20/2025 07:11,CASE010262,teléfono,CL34149,post-venta,comprador,falla
EMP0096,3/18/2025 08:07,CASE021622,chat,CL22264,reclamos,vendedor,colgado por el agente
EMP0130,2/8/2025 04:20,CASE013789,teléfono,CL40882,pre-venta,vendedor,terminado por el cliente
EMP0261,3/19/2025 03:51,CASE047934,chat,CL12156,reclamos,vendedor,terminado por el cliente
EMP0089,2/24/2025 03:15,CASE028151,teléfono,CL43492,pre-venta,vendedor,terminado por el cliente
EMP0099,3/7/2025 17:12,CASE024405,teléfono,CL22018,post-venta,comprador,terminado por el cliente
EMP0073,2/17/2025 22:13,CASE016829,teléfono,CL58909,post-venta,comprador,terminado por el cliente
EMP0026,2/27/2025 06:15,CASE021150,teléfono,CL20434,pre-venta,vendedor,terminado por el cliente
EMP0041,3/9/2025 08:10,CASE031610,chat,CL98559,pre-venta,vendedor,terminado por el cliente
EMP0036,3/8/2025 00:43,CASE043258,teléfono,CL71221,pre-venta,comprador,falla
EMP0016,1/10/2025 14:00,CASE025766,teléfono,CL88757,reclamos,vendedor,falla
EMP0248,3/30/2025 20:02,CASE006950,teléfono,CL84569,pre-venta,vendedor,falla
EMP0133,2/20/2025 07:43,CASE039196,chat,CL73998,pre-venta,vendedor,falla
EMP0240,2/12/2025 12:42,CASE036741,teléfono,CL77747,reclamos,comprador,colgado por el agente
EMP0234,3/24/2025 07:39,CASE013959,chat,CL44410,post-venta,vendedor,terminado por el cliente
EMP0135,3/26/2025 20:02,CASE011510,chat,CL35248,post-venta,comprador,colgado por el agente
EMP0078,1/7/2025 22:10,CASE024326,chat,CL81712,post-venta,comprador,falla
EMP0198,1/7/2025 07:24,CASE035082,teléfono,CL65627,pre-venta,comprador,terminado por el cliente
EMP0138,1/14/2025 16:05,CASE012891,chat,CL77194,pre-venta,vendedor,terminado por el cliente
EMP0013,1/25/2025 16:03,CASE002552,chat,CL45761,post-venta,comprador,colgado por el agente
EMP0206,3/9/2025 06:38,CASE031707,teléfono,CL86253,reclamos,comprador,colgado por el agente
EMP0171,2/23/2025 08:14,CASE024749,teléfono,CL54346,pre-venta,comprador,terminado por el cliente
EMP0163,2/24/2025 06:39,CASE016439,chat,CL28665,reclamos,vendedor,falla
EMP0161,2/19/2025 13:48,CASE026738,chat,CL76452,post-venta,vendedor,colgado por el agente
EMP0235,1/9/2025 11:32,CASE030872,teléfono,CL82278,post-venta,comprador,terminado por el cliente
EMP0124,2/15/2025 20:20,CASE037071,chat,CL64103,post-venta,vendedor,colgado por el agente
EMP0265,1/2/2025 18:29,CASE048866,teléfono,CL23732,reclamos,vendedor,falla
EMP0055,2/4/2025 19:57,CASE043662,chat,CL47524,post-venta,vendedor,falla
EMP0023,3/13/2025 10:21,CASE044415,teléfono,CL17231,pre-venta,comprador,terminado por el cliente
EMP0285,2/9/2025 19:30,CASE019462,chat,CL78430,reclamos,vendedor,terminado por el cliente
EMP0068,2/1/2025 11:19,CASE016617,teléfono,CL86263,reclamos,comprador,falla
EMP0095,2/12/2025 11:57,CASE009851,teléfono,CL64109,pre-venta,comprador,falla
EMP0140,3/10/2025 22:16,CASE030156,chat,CL84327,pre-venta,vendedor,falla
EMP0133,3/3/2025 11:19,CASE015217,teléfono,CL99954,reclamos,vendedor,terminado por el cliente
EMP0194,3/28/2025 05:01,CASE028424,teléfono,CL68935,reclamos,comprador,terminado por el cliente
EMP0285,2/5/2025 19:38,CASE043930,teléfono,CL61791,reclamos,vendedor,falla
EMP0234,1/18/2025 21:37,CASE024823,teléfono,CL12147,pre-venta,vendedor,terminado por el cliente
EMP0255,3/25/2025 23:24,CASE016260,chat,CL90611,reclamos,vendedor,colgado por el agente
EMP0161,1/10/2025 21:13,CASE041663,teléfono,CL88472,post-venta,comprador,terminado por el cliente
EMP0060,2/28/2025 01:48,CASE036381,teléfono,CL10491,reclamos,vendedor,terminado por el cliente
EMP0099,3/15/2025 05:07,CASE005225,chat,CL49936,pre-venta,comprador,terminado por el cliente
EMP0080,1/28/2025 21:08,CASE011455,chat,CL78084,pre-venta,comprador,colgado por el agente
EMP0209,2/5/2025 05:28,CASE013055,teléfono,CL10647,reclamos,vendedor,falla
EMP0145,1/1/2025 03:47,CASE011781,chat,CL40999,reclamos,comprador,colgado por el agente
EMP0138,2/23/2025 21:28,CASE041200,teléfono,CL20246,pre-venta,vendedor,colgado por el agente
EMP0129,2/8/2025 14:00,CASE048198,teléfono,CL94890,reclamos,vendedor,falla
EMP0093,2/22/2025 15:04,CASE021274,teléfono,CL57315,pre-venta,comprador,colgado por el agente
EMP0127,2/27/2025 16:06,CASE024946,chat,CL47914,reclamos,comprador,colgado por el agente
EMP0032,1/7/2025 03:18,CASE015783,teléfono,CL94230,reclamos,vendedor,colgado por el agente
EMP0009,2/19/2025 18:35,CASE008923,chat,CL50048,post-venta,vendedor,falla
EMP0171,2/26/2025 14:54,CASE009613,chat,CL49838,pre-venta,vendedor,falla
EMP0073,2/22/2025 22:43,CASE015331,chat,CL20391,post-venta,comprador,terminado por el cliente
EMP0058,1/14/2025 11:57,CASE042444,teléfono,CL43463,reclamos,vendedor,terminado por el cliente
EMP0136,3/4/2025 04:35,CASE034465,teléfono,CL99502,reclamos,comprador,colgado por el agente
EMP0052,1/25/2025 14:00,CASE024652,chat,CL10303,post-venta,vendedor,terminado por el cliente
EMP0027,2/23/2025 17:26,CASE030011,teléfono,CL68124,pre-venta,comprador,falla
EMP0190,1/27/2025 07:10,CASE041199,chat,CL45937,post-venta,vendedor,colgado por el agente
EMP0280,3/28/2025 01:43,CASE003886,chat,CL16416,reclamos,vendedor,terminado por el cliente
EMP0118,1/29/2025 22:52,CASE010858,chat,CL60002,reclamos,vendedor,falla
EMP0241,2/4/2025 19:19,CASE047436,teléfono,CL37032,post-venta,comprador,terminado por el cliente
EMP0296,1/12/2025 23:00,CASE035548,teléfono,CL93263,post-venta,comprador,falla
EMP0204,3/22/2025 05:33,CASE047422,teléfono,CL67249,pre-venta,comprador,terminado por el cliente
EMP0274,3/3/2025 13:38,CASE049685,chat,CL45477,pre-venta,comprador,terminado por el cliente
EMP0117,3/11/2025 11:17,CASE014156,chat,CL51263,pre-venta,comprador,colgado por el agente
EMP0289,2/2/2025 09:51,CASE043235,teléfono,CL73979,pre-venta,vendedor,colgado por el agente
EMP0050,2/4/2025 06:07,CASE030971,chat,CL35750,post-venta,vendedor,colgado por el agente
EMP0057,1/25/2025 19:24,CASE044831,teléfono,CL43902,reclamos,vendedor,falla
EMP0299,3/3/2025 18:16,CASE042847,teléfono,CL70342,post-venta,comprador,falla
EMP0158,3/1/2025 03:39,CASE037323,chat,CL63021,reclamos,comprador,falla
EMP0011,3/15/2025 16:40,CASE013774,chat,CL95620,pre-venta,vendedor,colgado por el agente
EMP0097,1/9/2025 17:22,CASE033797,teléfono,CL18751,post-venta,comprador,colgado por el agente
EMP0237,2/28/2025 01:43,CASE032479,chat,CL21965,reclamos,comprador,falla
EMP0083,1/2/2025 19:24,CASE027203,chat,CL49084,post-venta,comprador,colgado por el agente
EMP0299,3/28/2025 00:58,CASE033501,chat,CL56448,reclamos,comprador,colgado por el agente
EMP0113,3/27/2025 07:49,CASE027432,chat,CL55462,pre-venta,comprador,colgado por el agente
EMP0119,3/22/2025 13:05,CASE020193,teléfono,CL12227,pre-venta,vendedor,falla
EMP0173,1/19/2025 01:55,CASE014580,chat,CL47279,reclamos,comprador,colgado por el agente
EMP0014,2/1/2025 11:16,CASE045899,teléfono,CL48024,reclamos,comprador,terminado por el cliente
EMP0178,1/18/2025 02:07,CASE017946,chat,CL36233,reclamos,vendedor,colgado por el agente
EMP0180,1/23/2025 20:10,CASE046640,chat,CL64538,reclamos,vendedor,colgado por el agente
EMP0197,3/3/2025 20:32,CASE038179,chat,CL70916,pre-venta,comprador,colgado por el agente
EMP0299,2/9/2025 00:41,CASE032529,teléfono,CL12289,post-venta,vendedor,colgado por el agente
EMP0213,1/10/2025 22:55,CASE000365,teléfono,CL37938,post-venta,vendedor,terminado por el cliente
EMP0073,2/10/2025 12:07,CASE013314,teléfono,CL42029,post-venta,vendedor,terminado por el cliente
EMP0237,1/10/2025 00:52,CASE022969,teléfono,CL58627,reclamos,comprador,terminado por el cliente
EMP0115,1/18/2025 06:32,CASE003356,teléfono,CL31871,pre-venta,comprador,colgado por el agente
EMP0184,1/7/2025 18:08,CASE016561,chat,CL13719,reclamos,comprador,colgado por el agente
EMP0275,1/14/2025 12:34,CASE014817,chat,CL67310,reclamos,vendedor,terminado por el cliente
EMP0160,1/5/2025 01:37,CASE010468,teléfono,CL77610,pre-venta,vendedor,falla
EMP0229,2/25/2025 15:40,CASE003921,chat,CL68121,post-venta,vendedor,colgado por el agente
EMP0214,3/2/2025 01:47,CASE010285,chat,CL44340,post-venta,vendedor,terminado por el cliente
EMP0143,3/5/2025 16:01,CASE029704,teléfono,CL28526,post-venta,comprador,falla
EMP0014,2/6/2025 11:39,CASE036049,chat,CL63441,reclamos,comprador,colgado por el agente
EMP0007,3/27/2025 18:20,CASE019370,chat,CL64624,post-venta,vendedor,colgado por el agente
EMP0100,1/11/2025 19:29,CASE033861,teléfono,CL53073,post-venta,vendedor,falla
EMP0151,2/7/2025 04:38,CASE031503,teléfono,CL11936,pre-venta,vendedor,terminado por el cliente
EMP0031,1/24/2025 19:28,CASE018950,chat,CL56200,pre-venta,comprador,falla
EMP0050,1/4/2025 12:52,CASE024533,chat,CL66967,reclamos,vendedor,falla
EMP0122,3/13/2025 15:55,CASE013047,chat,CL52317,reclamos,comprador,falla
EMP0169,3/26/2025 22:22,CASE016285,chat,CL92821,reclamos,comprador,colgado por el agente
EMP0288,2/4/2025 20:21,CASE036672,chat,CL16615,reclamos,vendedor,terminado por el cliente
EMP0274,1/7/2025 12:08,CASE025922,chat,CL70571,pre-venta,comprador,colgado por el agente
EMP0107,1/1/2025 04:31,CASE005777,chat,CL17097,post-venta,vendedor,falla
EMP0224,3/8/2025 07:17,CASE006398,teléfono,CL17329,post-venta,comprador,terminado por el cliente
EMP0076,1/12/2025 02:52,CASE017888,teléfono,CL64386,post-venta,comprador,colgado por el agente
EMP0074,3/19/2025 16:25,CASE009661,teléfono,CL64008,post-venta,comprador,colgado por el agente
EMP0134,3/13/2025 23:56,CASE047721,chat,CL47923,post-venta,comprador,terminado por el cliente
EMP0213,1/29/2025 00:52,CASE012632,teléfono,CL38329,pre-venta,vendedor,falla
EMP0102,3/28/2025 18:44,CASE038315,chat,CL84408,post-venta,vendedor,terminado por el cliente
EMP0184,2/25/2025 08:13,CASE025873,teléfono,CL95269,pre-venta,vendedor,terminado por el cliente
EMP0040,3/19/2025 01:36,CASE024969,chat,CL68041,reclamos,comprador,terminado por el cliente
EMP0044,3/7/2025 23:34,CASE007503,teléfono,CL56073,pre-venta,comprador,terminado por el cliente
EMP0076,1/20/2025 13:18,CASE027936,chat,CL58920,pre-venta,comprador,terminado por el cliente
EMP0190,3/18/2025 00:40,CASE023753,chat,CL80937,pre-venta,vendedor,terminado por el cliente
EMP0029,3/17/2025 17:22,CASE033001,chat,CL83281,post-venta,comprador,colgado por el agente
EMP0100,2/28/2025 01:54,CASE043702,chat,CL99807,reclamos,vendedor,falla
EMP0024,3/16/2025 03:21,CASE017380,teléfono,CL74847,pre-venta,comprador,terminado por el cliente
EMP0098,3/23/2025 00:31,CASE014425,teléfono,CL48720,reclamos,vendedor,falla
EMP0127,3/2/2025 23:22,CASE017975,teléfono,CL88880,post-venta,comprador,falla
EMP0072,3/8/2025 11:52,CASE023265,chat,CL57739,pre-venta,comprador,colgado por el agente
EMP0239,2/2/2025 18:04,CASE023224,teléfono,CL45783,reclamos,comprador,terminado por el cliente
EMP0081,2/6/2025 04:50,CASE044216,teléfono,CL65398,post-venta,comprador,colgado por el agente
EMP0281,1/17/2025 06:27,CASE025113,teléfono,CL64677,reclamos,comprador,colgado por el agente
EMP0063,1/14/2025 21:43,CASE041543,teléfono,CL31578,pre-venta,comprador,falla
EMP0238,2/9/2025 15:32,CASE009373,teléfono,CL88097,post-venta,vendedor,terminado por el cliente
EMP0024,2/24/2025 09:34,CASE037295,teléfono,CL17163,reclamos,vendedor,falla
EMP0014,1/28/2025 15:19,CASE048306,teléfono,CL63067,pre-venta,vendedor,colgado por el agente
EMP0034,2/9/2025 19:16,CASE002536,teléfono,CL14910,post-venta,comprador,terminado por el cliente
EMP0174,1/27/2025 15:10,CASE016347,teléfono,CL50243,reclamos,comprador,terminado por el cliente
EMP0142,1/19/2025 13:06,CASE011442,teléfono,CL21090,pre-venta,vendedor,terminado por el cliente
EMP0293,1/15/2025 00:53,CASE014490,teléfono,CL80748,pre-venta,vendedor,terminado por el cliente
EMP0235,1/30/2025 05:56,CASE009314,teléfono,CL88890,post-venta,vendedor,terminado por el cliente
EMP0132,1/23/2025 06:30,CASE031973,chat,CL43738,pre-venta,comprador,falla
EMP0107,1/9/2025 19:01,CASE021576,teléfono,CL32710,post-venta,comprador,terminado por el cliente
EMP0133,3/2/2025 10:28,CASE020659,teléfono,CL54740,pre-venta,comprador,falla
EMP0261,1/28/2025 11:13,CASE030149,chat,CL92842,reclamos,vendedor,colgado por el agente
EMP0104,3/20/2025 09:17,CASE005241,teléfono,CL97946,post-venta,vendedor,colgado por el agente
EMP0270,3/26/2025 12:16,CASE021074,chat,CL75172,post-venta,vendedor,colgado por el agente
EMP0129,1/14/2025 10:15,CASE003908,teléfono,CL58790,pre-venta,vendedor,colgado por el agente
EMP0229,1/30/2025 02:44,CASE026097,teléfono,CL76592,pre-venta,vendedor,terminado por el cliente
EMP0156,1/4/2025 22:11,CASE031183,teléfono,CL48609,reclamos,comprador,falla
EMP0134,2/3/2025 01:25,CASE039298,chat,CL68829,reclamos,comprador,terminado por el cliente
EMP0260,2/9/2025 19:22,CASE038461,teléfono,CL11870,reclamos,vendedor,terminado por el cliente
EMP0195,2/18/2025 10:48,CASE036025,teléfono,CL48802,post-venta,comprador,terminado por el cliente
EMP0003,3/4/2025 08:30,CASE046315,teléfono,CL15963,reclamos,vendedor,terminado por el cliente
EMP0140,3/7/2025 02:56,CASE014192,chat,CL65184,reclamos,comprador,falla
EMP0086,1/29/2025 22:38,CASE006198,teléfono,CL88470,post-venta,vendedor,falla
EMP0232,3/18/2025 12:34,CASE022702,teléfono,CL67742,post-venta,comprador,colgado por el agente
EMP0017,1/2/2025 10:20,CASE013267,teléfono,CL24337,post-venta,comprador,falla
EMP0274,3/7/2025 14:05,CASE005818,chat,CL58799,post-venta,comprador,falla
EMP0096,1/29/2025 13:25,CASE006349,teléfono,CL12136,pre-venta,vendedor,terminado por el cliente
EMP0285,1/15/2025 17:52,CASE013994,chat,CL84852,pre-venta,comprador,terminado por el cliente
EMP0287,3/11/2025 04:12,CASE042339,teléfono,CL48300,pre-venta,comprador,colgado por el agente
EMP0066,2/8/2025 21:35,CASE032513,chat,CL48023,post-venta,comprador,falla
EMP0296,1/6/2025 01:54,CASE030460,teléfono,CL10196,reclamos,comprador,terminado por el cliente
EMP0073,1/26/2025 04:47,CASE001322,teléfono,CL91205,pre-venta,comprador,colgado por el agente
EMP0161,3/26/2025 13:09,CASE040473,chat,CL85986,pre-venta,vendedor,falla
EMP0191,1/4/2025 21:49,CASE030963,chat,CL46057,reclamos,comprador,falla
EMP0167,3/5/2025 07:34,CASE030236,teléfono,CL94372,post-venta,comprador,terminado por el cliente
EMP0184,3/7/2025 01:55,CASE038173,chat,CL10073,pre-venta,vendedor,colgado por el agente
EMP0186,1/21/2025 04:55,CASE014229,chat,CL87526,post-venta,vendedor,colgado por el agente
EMP0030,1/24/2025 00:50,CASE049023,teléfono,CL36437,post-venta,vendedor,colgado por el agente
EMP0012,1/26/2025 03:24,CASE049503,teléfono,CL91842,post-venta,comprador,terminado por el cliente
EMP0227,2/3/2025 08:51,CASE023325,teléfono,CL17801,reclamos,comprador,colgado por el agente
EMP0201,2/4/2025 06:53,CASE011099,teléfono,CL66289,post-venta,vendedor,colgado por el agente
EMP0002,2/25/2025 15:50,CASE026128,teléfono,CL70532,pre-venta,comprador,terminado por el cliente
EMP0299,1/1/2025 16:09,CASE030532,chat,CL59989,post-venta,vendedor,terminado por el cliente
EMP0100,3/19/2025 18:46,CASE042598,chat,CL75895,reclamos,vendedor,terminado por el cliente
EMP0250,3/16/2025 03:58,CASE021644,chat,CL85569,reclamos,vendedor,falla
EMP0285,1/18/2025 21:21,CASE008424,teléfono,CL46943,reclamos,comprador,terminado por el cliente
EMP0300,1/3/2025 10:51,CASE035441,teléfono,CL97744,post-venta,comprador,falla
EMP0267,2/10/2025 15:12,CASE042121,chat,CL40940,pre-venta,comprador,colgado por el agente
EMP0188,1/6/2025 20:48,CASE043796,chat,CL45433,post-venta,comprador,terminado por el cliente
EMP0190,2/27/2025 16:01,CASE017485,teléfono,CL10503,pre-venta,vendedor,falla
EMP0147,1/29/2025 12:56,CASE026572,teléfono,CL80822,post-venta,comprador,terminado por el cliente
EMP0098,1/30/2025 17:54,CASE014026,chat,CL17678,pre-venta,vendedor,colgado por el agente
EMP0213,1/24/2025 20:15,CASE004059,chat,CL27884,reclamos,vendedor,terminado por el cliente
EMP0144,2/8/2025 21:49,CASE010724,teléfono,CL12102,pre-venta,vendedor,terminado por el cliente
EMP0174,2/17/2025 09:53,CASE032851,chat,CL32644,pre-venta,comprador,falla
EMP0009,3/9/2025 00:04,CASE041923,teléfono,CL65063,post-venta,vendedor,colgado por el agente
EMP0262,1/1/2025 20:37,CASE000704,chat,CL59692,pre-venta,comprador,falla
EMP0143,2/14/2025 09:24,CASE045341,teléfono,CL73989,post-venta,comprador,colgado por el agente
EMP0098,2/18/2025 16:52,CASE012238,teléfono,CL24438,post-venta,vendedor,colgado por el agente
EMP0136,2/25/2025 01:34,CASE017105,chat,CL70559,post-venta,comprador,falla
EMP0176,2/28/2025 00:16,CASE037961,teléfono,CL15018,post-venta,vendedor,colgado por el agente
EMP0194,2/3/2025 22:52,CASE031311,teléfono,CL33597,reclamos,vendedor,falla
EMP0160,1/14/2025 15:20,CASE027878,chat,CL15432,post-venta,vendedor,falla
EMP0068,2/14/2025 23:28,CASE033239,teléfono,CL73392,pre-venta,vendedor,colgado por el agente
EMP0121,1/29/2025 03:18,CASE011810,teléfono,CL75841,reclamos,vendedor,colgado por el agente
EMP0215,3/16/2025 21:34,CASE036713,chat,CL17096,post-venta,comprador,falla
EMP0167,1/27/2025 17:47,CASE012179,chat,CL10285,post-venta,vendedor,terminado por el cliente
EMP0187,1/3/2025 07:07,CASE016569,chat,CL46258,post-venta,comprador,terminado por el cliente
EMP0057,2/14/2025 14:39,CASE023512,chat,CL43197,post-venta,vendedor,terminado por el cliente
EMP0056,2/22/2025 17:57,CASE030834,teléfono,CL73953,pre-venta,comprador,colgado por el agente
EMP0193,2/14/2025 07:30,CASE014053,teléfono,CL99711,post-venta,comprador,terminado por el cliente
EMP0290,1/3/2025 18:56,CASE002892,teléfono,CL74303,post-venta,vendedor,terminado por el cliente
EMP0186,2/19/2025 05:30,CASE023886,teléfono,CL79337,reclamos,vendedor,terminado por el cliente
EMP0236,2/11/2025 13:11,CASE046337,chat,CL51969,pre-venta,comprador,terminado por el cliente
EMP0122,3/5/2025 06:27,CASE036118,chat,CL13608,reclamos,comprador,terminado por el cliente
EMP0066,3/29/2025 21:49,CASE026260,teléfono,CL61891,reclamos,comprador,falla
EMP0254,3/19/2025 20:05,CASE047834,chat,CL30355,reclamos,vendedor,colgado por el agente
EMP0200,3/19/2025 20:18,CASE016128,chat,CL37568,post-venta,vendedor,colgado por el agente
EMP0271,1/28/2025 01:34,CASE047699,chat,CL55337,post-venta,comprador,colgado por el agente
EMP0133,1/26/2025 23:24,CASE002712,chat,CL12979,reclamos,comprador,falla
EMP0076,2/26/2025 15:18,CASE044557,teléfono,CL77063,pre-venta,vendedor,terminado por el cliente
EMP0177,2/3/2025 01:25,CASE009546,chat,CL54342,pre-venta,comprador,falla
EMP0029,1/30/2025 23:44,CASE028482,chat,CL22209,pre-venta,vendedor,colgado por el agente
EMP0194,2/5/2025 10:53,CASE045885,teléfono,CL98208,pre-venta,vendedor,terminado por el cliente
EMP0145,1/16/2025 03:36,CASE037047,teléfono,CL78963,post-venta,vendedor,terminado por el cliente
EMP0231,3/5/2025 22:53,CASE012519,chat,CL33628,pre-venta,vendedor,colgado por el agente
EMP0066,3/18/2025 08:31,CASE045668,chat,CL98617,pre-venta,vendedor,colgado por el agente
EMP0026,1/15/2025 17:38,CASE010096,chat,CL91958,reclamos,vendedor,colgado por el agente
EMP0153,1/29/2025 12:30,CASE032389,chat,CL59496,reclamos,vendedor,falla
EMP0184,3/2/2025 19:36,CASE006203,teléfono,CL30319,post-venta,vendedor,terminado por el cliente
EMP0104,3/26/2025 05:38,CASE032975,chat,CL32572,reclamos,comprador,colgado por el agente
EMP0273,1/10/2025 08:37,CASE035212,chat,CL32375,reclamos,vendedor,colgado por el agente
EMP0111,3/9/2025 06:13,CASE039741,teléfono,CL52081,reclamos,vendedor,colgado por el agente
EMP0194,3/20/2025 18:16,CASE048790,teléfono,CL48711,reclamos,comprador,falla
EMP0073,3/14/2025 02:59,CASE048080,chat,CL77591,post-venta,vendedor,terminado por el cliente
EMP0251,1/13/2025 23:00,CASE017244,teléfono,CL28524,post-venta,vendedor,colgado por el agente
EMP0188,1/17/2025 03:32,CASE026197,chat,CL55954,reclamos,comprador,terminado por el cliente
EMP0097,1/24/2025 15:11,CASE033172,chat,CL79601,post-venta,vendedor,falla
EMP0263,1/14/2025 22:06,CASE037283,teléfono,CL61082,pre-venta,vendedor,terminado por el cliente
EMP0264,3/29/2025 11:36,CASE023990,teléfono,CL99216,post-venta,comprador,falla
EMP0210,1/25/2025 20:44,CASE045707,teléfono,CL14780,post-venta,vendedor,terminado por el cliente
EMP0143,2/8/2025 06:15,CASE022599,teléfono,CL82627,reclamos,comprador,colgado por el agente
EMP0246,1/31/2025 03:18,CASE036781,chat,CL97767,pre-venta,vendedor,terminado por el cliente
EMP0171,2/1/2025 10:03,CASE010156,teléfono,CL60321,reclamos,vendedor,colgado por el agente
EMP0231,1/24/2025 02:58,CASE032446,chat,CL76049,post-venta,comprador,terminado por el cliente
EMP0285,1/20/2025 07:00,CASE026509,chat,CL80388,pre-venta,vendedor,terminado por el cliente
EMP0237,2/23/2025 22:29,CASE035487,chat,CL81171,pre-venta,vendedor,terminado por el cliente
EMP0045,3/28/2025 12:42,CASE019048,teléfono,CL81817,reclamos,vendedor,falla
EMP0290,3/17/2025 19:31,CASE018013,chat,CL14586,reclamos,comprador,colgado por el agente
EMP0197,2/24/2025 05:21,CASE001915,teléfono,CL28191,post-venta,comprador,falla
EMP0215,1/31/2025 21:08,CASE042070,chat,CL94897,pre-venta,vendedor,terminado por el cliente
EMP0267,3/28/2025 13:41,CASE049641,teléfono,CL86649,reclamos,comprador,terminado por el cliente
EMP0089,3/19/2025 04:57,CASE013329,chat,CL79062,pre-venta,vendedor,colgado por el agente
EMP0042,3/11/2025 17:03,CASE006992,chat,CL80028,post-venta,vendedor,terminado por el cliente
EMP0123,3/29/2025 23:00,CASE008488,teléfono,CL98672,pre-venta,comprador,colgado por el agente
EMP0009,1/21/2025 21:13,CASE022921,chat,CL45240,pre-venta,vendedor,terminado por el cliente
EMP0150,2/17/2025 03:28,CASE007236,chat,CL36956,reclamos,comprador,falla
EMP0163,1/25/2025 10:31,CASE000771,teléfono,CL65057,pre-venta,vendedor,falla
EMP0185,2/11/2025 19:34,CASE032099,teléfono,CL34614,reclamos,comprador,colgado por el agente
EMP0159,1/26/2025 10:35,CASE045718,chat,CL80577,reclamos,comprador,terminado por el cliente
EMP0170,1/7/2025 05:29,CASE030265,teléfono,CL94957,pre-venta,vendedor,colgado por el agente
EMP0040,3/8/2025 15:25,CASE028222,chat,CL61928,reclamos,vendedor,terminado por el cliente
EMP0124,3/21/2025 13:12,CASE006267,teléfono,CL37359,reclamos,vendedor,colgado por el agente
EMP0159,1/16/2025 20:30,CASE033404,teléfono,CL63880,reclamos,vendedor,terminado por el cliente
EMP0282,3/14/2025 05:21,CASE007821,chat,CL19287,reclamos,comprador,terminado por el cliente
EMP0158,2/18/2025 05:20,CASE002580,teléfono,CL72580,pre-venta,comprador,terminado por el cliente
EMP0026,3/25/2025 14:15,CASE030826,teléfono,CL33273,pre-venta,comprador,colgado por el agente
EMP0231,3/30/2025 14:20,CASE000441,teléfono,CL23473,reclamos,vendedor,falla
EMP0190,2/5/2025 20:39,CASE015356,teléfono,CL33758,reclamos,vendedor,colgado por el agente
EMP0112,2/13/2025 10:11,CASE037501,teléfono,CL82536,post-venta,comprador,falla
EMP0091,2/21/2025 22:19,CASE019204,teléfono,CL57022,reclamos,comprador,falla
EMP0035,2/5/2025 17:40,CASE025179,chat,CL79716,reclamos,vendedor,colgado por el agente
EMP0169,2/1/2025 03:24,CASE020531,teléfono,CL79285,post-venta,comprador,terminado por el cliente
EMP0171,3/13/2025 08:40,CASE022546,teléfono,CL42925,reclamos,comprador,terminado por el cliente
EMP0052,1/1/2025 21:16,CASE033106,chat,CL67968,pre-venta,vendedor,colgado por el agente
EMP0089,3/28/2025 11:57,CASE008057,chat,CL94498,pre-venta,comprador,falla
EMP0053,2/22/2025 19:25,CASE031246,chat,CL81146,pre-venta,vendedor,colgado por el agente
EMP0202,2/13/2025 12:49,CASE002399,chat,CL39824,reclamos,comprador,falla
EMP0006,2/23/2025 00:31,CASE002155,chat,CL58353,pre-venta,vendedor,falla
EMP0084,2/25/2025 23:53,CASE003910,teléfono,CL92614,pre-venta,vendedor,falla
EMP0160,2/13/2025 08:18,CASE039582,teléfono,CL49345,pre-venta,comprador,terminado por el cliente
EMP0001,1/17/2025 06:34,CASE023238,chat,CL35589,reclamos,comprador,falla
EMP0230,2/11/2025 07:27,CASE029173,chat,CL27005,pre-venta,comprador,colgado por el agente
EMP0122,1/14/2025 21:45,CASE041431,chat,CL48722,reclamos,vendedor,falla
EMP0239,1/3/2025 12:15,CASE024169,teléfono,CL25832,reclamos,vendedor,terminado por el cliente
EMP0257,3/9/2025 04:12,CASE049504,teléfono,CL74554,reclamos,comprador,colgado por el agente
EMP0157,2/20/2025 04:58,CASE000861,teléfono,CL46241,pre-venta,vendedor,terminado por el cliente
EMP0263,1/10/2025 22:14,CASE031494,chat,CL93575,reclamos,vendedor,falla
EMP0040,3/21/2025 05:56,CASE041515,chat,CL46354,pre-venta,vendedor,falla
EMP0258,2/20/2025 04:06,CASE013911,teléfono,CL40216,pre-venta,vendedor,colgado por el agente
EMP0289,1/20/2025 23:26,CASE008469,teléfono,CL82602,post-venta,comprador,colgado por el agente
EMP0223,2/26/2025 09:29,CASE039180,teléfono,CL69843,post-venta,comprador,falla
EMP0166,3/27/2025 13:43,CASE019402,teléfono,CL12711,post-venta,vendedor,falla
EMP0277,1/8/2025 04:43,CASE006373,teléfono,CL58114,reclamos,vendedor,falla
EMP0166,2/14/2025 21:18,CASE009721,chat,CL73691,pre-venta,vendedor,terminado por el cliente
EMP0078,2/11/2025 12:54,CASE045248,chat,CL28292,pre-venta,comprador,falla
EMP0214,1/22/2025 02:28,CASE000679,teléfono,CL31632,pre-venta,comprador,colgado por el agente
EMP0016,1/31/2025 14:01,CASE033727,teléfono,CL16207,pre-venta,comprador,terminado por el cliente
EMP0020,2/6/2025 17:04,CASE002283,chat,CL42541,post-venta,comprador,colgado por el agente
EMP0099,2/21/2025 09:45,CASE026196,teléfono,CL51930,reclamos,comprador,colgado por el agente
